"DESKTOP-VQ7MEB2","\Microsoft\Windows\Feedback\Siuf\DmClientOnScenarioDownload","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:48:17","0","Microsoft Windows Feedback","%windir%\system32\dmclient.exe utcwnf","N/A","Update SIUF strings","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\File Classification Infrastructure\Property Definition Sync","N/A","無効","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","COM ハンドラー","N/A","コンピューター上のファイル分類インフラストラクチャの分類を Active Directory ドメイン サービスに格納されたリソース プロパティの定義と同期します。","無効","1 分アイドルだった場合にのみ開始, 1 分アイドルでない場合再実行","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","毎日 ","3:00:00","2006/11/09","N/A","1 日ごと","N/A","無効","無効","無効","無効"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\FileHistory\File History (maintenance mode)","N/A","準備完了","対話型/バックグラウンド","2025/07/25 19:45:56","0","Microsoft Corporation","COM ハンドラー","N/A","システムが無人のときにユーザー ファイルをバックアップ場所にコピーして不慮の損失から保護します","有効","無効","バッテリ モードで停止, バッテリで開始しない","LOCAL SERVICE","無効","無効","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\BootstrapUsageDataReporting","N/A","無効","対話型/バックグラウンド","2025/06/29 23:22:51","0","Microsoft Corporation","COM ハンドラー","N/A","機能の使用状況レポートを定期的に記録するタスク","無効","無効","","SYSTEM","無効","04:00:00","スケジュール データをこの形式で使用することはできません。","一度だけ, 分","9:06:51","2024/04/05","N/A","N/A","N/A","0 時間、15 分","なし","無効","無効"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\GovernedFeatureUsageProcessing","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","COM ハンドラー","N/A","機能の構成を定期的に調整するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileConfigs","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","COM ハンドラー","N/A","機能の構成を定期的に調整するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","準備完了","対話型/バックグラウンド","2025/07/25 20:29:02","0","Microsoft Corporation","COM ハンドラー","N/A","機能の構成を定期的に調整するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","準備完了","対話型/バックグラウンド","2025/07/25 20:29:02","0","Microsoft Corporation","COM ハンドラー","N/A","機能の構成を定期的に調整するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","準備完了","対話型/バックグラウンド","2025/07/25 20:29:02","0","Microsoft Corporation","COM ハンドラー","N/A","機能の構成を定期的に調整するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","準備完了","対話型/バックグラウンド","2025/07/25 20:29:02","0","Microsoft Corporation","COM ハンドラー","N/A","機能の構成を定期的に調整するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","準備完了","対話型/バックグラウンド","2025/07/25 20:29:02","0","Microsoft Corporation","COM ハンドラー","N/A","機能の構成を定期的に調整するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","準備完了","対話型/バックグラウンド","2025/07/25 20:29:02","0","Microsoft Corporation","COM ハンドラー","N/A","機能の構成を定期的に調整するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:24:41","0","Microsoft Corporation","COM ハンドラー","N/A","機能の使用状況データをディスクに永続化するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:24:41","0","Microsoft Corporation","COM ハンドラー","N/A","機能の使用状況データをディスクに永続化するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:24:41","0","Microsoft Corporation","COM ハンドラー","N/A","機能の使用状況データをディスクに永続化するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReceiver","N/A","準備完了","対話型/バックグラウンド","2025/07/25 20:32:58","0","Microsoft Corporation","COM ハンドラー","N/A","機能の使用状況データをディスクに永続化するタスク","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
